id,name,value,avg_revenue,avg_bills,industry
53394,Labor Team,1889854.62,629951.54,535458.81,Other Services
53395,Cameo,1889854.62,629951.54,535458.81,Other Services
53396,Liberty Tax Service,1889854.62,629951.54,535458.81,Other Services
53397,Affordable Insurance,16545067.6,5515022.53,4687769.15,Finance/Insurance
53398,East Whitehouse Fire Company,61175320.75,20391773.58,17333007.55,Government
53399,El Puente Leaders for Peace and Justice,1889854.62,629951.54,535458.81,Other Services
53400,New York Yacht Club,1889854.62,629951.54,535458.81,Other Services
53401,East Norriton Police Department,61175320.75,20391773.58,17333007.55,Government
53402,West Easton Fire Co.,61175320.75,20391773.58,17333007.55,Government
53403,West Easton Fire Co,61175320.75,20391773.58,17333007.55,Government
53404,Kantor & Linderoth,7489423.96,2496474.65,2122003.46,Professional/Technical
53405,Corrigan Law,7489423.96,2496474.65,2122003.46,Professional/Technical
53406,New Jupiter Media,7489423.96,2496474.65,2122003.46,Professional/Technical
53407,resorb networks,7489423.96,2496474.65,2122003.46,Professional/Technical
53408,Drazin & Warshaw,7489423.96,2496474.65,2122003.46,Professional/Technical
53409,Hazlet Post Office,61175320.75,20391773.58,17333007.55,Government
53410,Levinson Axelrod,7489423.96,2496474.65,2122003.46,Professional/Technical
53411,Heritage House - Sotheby's,3549362.14,1183120.71,1005652.61,Real Estate
53412,Middletown Police Department,61175320.75,20391773.58,17333007.55,Government
53413,Middletown Municipal Court,61175320.75,20391773.58,17333007.55,Government
53414,Caldwell Banker Residential Brockerage,3549362.14,1183120.71,1005652.61,Real Estate
53415,Allstate Insurance - Luis Ponce,16545067.6,5515022.53,4687769.15,Finance/Insurance
53416,AAA Insurance,16545067.6,5515022.53,4687769.15,Finance/Insurance
53417,T&M Associates,1889854.62,629951.54,535458.81,Other Services
53418,K Hovnanian Homes,1889854.62,629951.54,535458.81,Other Services
53419,Birnbaum & Isanuk,7489423.96,2496474.65,2122003.46,Professional/Technical
53420,SearchActions,7489423.96,2496474.65,2122003.46,Professional/Technical
53421,License Express,1889854.62,629951.54,535458.81,Other Services
53422,Permanent Mission of Singapore to the United Nations,1889854.62,629951.54,535458.81,Other Services
53423,"I.S. Partners, LLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53424,Code Academy,7489423.96,2496474.65,2122003.46,Professional/Technical
53425,Consulate of Peru,1889854.62,629951.54,535458.81,Other Services
53426,VerifyProtect.com,1889854.62,629951.54,535458.81,Other Services
53427,Align Management,1889854.62,629951.54,535458.81,Other Services
53428,Oficina de empadronamiento electoral de Bolivia en el exterior,1889854.62,629951.54,535458.81,Other Services
53429,Roosevelt Mall Post Office,61175320.75,20391773.58,17333007.55,Government
53430,Ridley Park Fire Company,61175320.75,20391773.58,17333007.55,Government
53431,United Nations Post Office,61175320.75,20391773.58,17333007.55,Government
53432,"Rosa Luxemburg Foundation, New York Office",1889854.62,629951.54,535458.81,Other Services
53433,Nase Architects,7489423.96,2496474.65,2122003.46,Professional/Technical
53434,Corcoran,3549362.14,1183120.71,1005652.61,Real Estate
53435,Kimberly Kauffman Photography,1889854.62,629951.54,535458.81,Other Services
53436,Flash Graphics,1889854.62,629951.54,535458.81,Other Services
53437,Caulfield Associates,1889854.62,629951.54,535458.81,Other Services
53438,Raphael Architects,1889854.62,629951.54,535458.81,Other Services
53439,Key Realty Partners,1889854.62,629951.54,535458.81,Other Services
53440,"Mindy I. Cohen, MSW, LCSW",1889854.62,629951.54,535458.81,Other Services
53441,Town Planning Partnership,1889854.62,629951.54,535458.81,Other Services
53442,Bucks County Opportunity Council,1889854.62,629951.54,535458.81,Other Services
53443,League of Women Voters,1889854.62,629951.54,535458.81,Other Services
53444,Saucon Valley Insurance Services,16545067.6,5515022.53,4687769.15,Finance/Insurance
53445,Bradford D. Wagner Attorney at Law,7489423.96,2496474.65,2122003.46,Professional/Technical
53446,Nationwide Insurance,16545067.6,5515022.53,4687769.15,Finance/Insurance
53447,Jim Gardner - State Farm Insurance Agent,16545067.6,5515022.53,4687769.15,Finance/Insurance
53448,Mapzen,7489423.96,2496474.65,2122003.46,Professional/Technical
53449,"Albert L Blackman Jr, Attorney",7489423.96,2496474.65,2122003.46,Professional/Technical
53450,Affiliates in Psychology,1889854.62,629951.54,535458.81,Other Services
53451,Permanent Mission of the Republic of Chad to the United Nations,1889854.62,629951.54,535458.81,Other Services
53452,Permanent Observer Mission of Palestine to the United Nations,1889854.62,629951.54,535458.81,Other Services
53453,Permanent Observer Mission of the Holy See to the United Nations,1889854.62,629951.54,535458.81,Other Services
53454,Gee How Oak Tin Association,61175320.75,20391773.58,17333007.55,Government
53455,Sustainable Engineering Lab,1889854.62,629951.54,535458.81,Other Services
53456,Woolwich Township Police Department,61175320.75,20391773.58,17333007.55,Government
53457,Sterre Health,7489423.96,2496474.65,2122003.46,Professional/Technical
53458,Conshohocken Police Department,61175320.75,20391773.58,17333007.55,Government
53459,Tuxedo Park Police Headquarters,61175320.75,20391773.58,17333007.55,Government
53460,Flatbush Development Corporation,61175320.75,20391773.58,17333007.55,Government
53461,Denbeaux & Denbeaux Attorney's at Law,7489423.96,2496474.65,2122003.46,Professional/Technical
53462,Manhattan Community Board 3,1889854.62,629951.54,535458.81,Other Services
53463,Celgene,7489423.96,2496474.65,2122003.46,Professional/Technical
53464,Segal Labate Commercial Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53465,Code for Trenton,1889854.62,629951.54,535458.81,Other Services
53466,New Jersey Water Supply Authority,1889854.62,629951.54,535458.81,Other Services
53467,"Apsan Law Offices, LLC.",7489423.96,2496474.65,2122003.46,Professional/Technical
53468,NJ MVC - Somerville,1889854.62,629951.54,535458.81,Other Services
53469,Allstate Insurance: Wayne Douglas,16545067.6,5515022.53,4687769.15,Finance/Insurance
53470,Edgewood Properties Corporate Office,3549362.14,1183120.71,1005652.61,Real Estate
53471,Mercer County Prosecutor's Office,7489423.96,2496474.65,2122003.46,Professional/Technical
53472,Jersey City Hardwood Flooring,7489423.96,2496474.65,2122003.46,Professional/Technical
53473,Lehigh University Police Substation,61175320.75,20391773.58,17333007.55,Government
53474,BLADE Operations,7489423.96,2496474.65,2122003.46,Professional/Technical
53475,Westfield Police Department,61175320.75,20391773.58,17333007.55,Government
53476,Record Nations,7489423.96,2496474.65,2122003.46,Professional/Technical
53477,Newark Police Complex,61175320.75,20391773.58,17333007.55,Government
53478,90 John Street,7489423.96,2496474.65,2122003.46,Professional/Technical
53479,NYC Interior Design,7489423.96,2496474.65,2122003.46,Professional/Technical
53480,Melchor Realty,3549362.14,1183120.71,1005652.61,Real Estate
53481,Signs R Us,7489423.96,2496474.65,2122003.46,Professional/Technical
53482,"US Post Office, Claymont, DE",61175320.75,20391773.58,17333007.55,Government
53483,Consulate General of Switzerland,1889854.62,629951.54,535458.81,Other Services
53484,Moorestown Town Hall,61175320.75,20391773.58,17333007.55,Government
53485,Department of Motor Vehicles,1889854.62,629951.54,535458.81,Other Services
53486,Wissahickon Fire Co. Station 7B,61175320.75,20391773.58,17333007.55,Government
53487,Greenberg Traurig,7489423.96,2496474.65,2122003.46,Professional/Technical
53488,Lans Jasabe Tax & Financial Services,16545067.6,5515022.53,4687769.15,Finance/Insurance
53489,Energi Wellness,1889854.62,629951.54,535458.81,Other Services
53490,Accurate Personnel Services,1889854.62,629951.54,535458.81,Other Services
53491,Bedford Nicholas Agency,16545067.6,5515022.53,4687769.15,Finance/Insurance
53492,Tim Brion State Farm Agency,16545067.6,5515022.53,4687769.15,Finance/Insurance
53493,Wavefront Research,1889854.62,629951.54,535458.81,Other Services
53494,Sonobi,7489423.96,2496474.65,2122003.46,Professional/Technical
53495,Sheriff Dept,61175320.75,20391773.58,17333007.55,Government
53496,South Woods Prison,61175320.75,20391773.58,17333007.55,Government
53497,Salvation Army,61175320.75,20391773.58,17333007.55,Government
53498,Tourist Info,1889854.62,629951.54,535458.81,Other Services
53499,Cumberland County Child Advocacy Center,1889854.62,629951.54,535458.81,Other Services
53500,Dominion Title Services,7489423.96,2496474.65,2122003.46,Professional/Technical
53501,Linwood Post Office,61175320.75,20391773.58,17333007.55,Government
53502,Greenwich Post Office,61175320.75,20391773.58,17333007.55,Government
53503,cae,1889854.62,629951.54,535458.81,Other Services
53504,ALK Technologies,7489423.96,2496474.65,2122003.46,Professional/Technical
53505,"Etsy, Inc.",7489423.96,2496474.65,2122003.46,Professional/Technical
53506,Lehigh County Domestic Relations,1889854.62,629951.54,535458.81,Other Services
53507,Livingston Post Office,61175320.75,20391773.58,17333007.55,Government
53508,Braschlegal,7489423.96,2496474.65,2122003.46,Professional/Technical
53509,Brazilian Consulate General,1889854.62,629951.54,535458.81,Other Services
53510,Carrier Sotheby's,3549362.14,1183120.71,1005652.61,Real Estate
53511,EZ Multi Services,16545067.6,5515022.53,4687769.15,Finance/Insurance
53512,Edelstein Martin & Nelson,7489423.96,2496474.65,2122003.46,Professional/Technical
53513,Don Peterson,7489423.96,2496474.65,2122003.46,Professional/Technical
53514,Simpson Associates,1889854.62,629951.54,535458.81,Other Services
53515,"Rebel Brown Law Group, LLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53516,KidsThrive NYC,1889854.62,629951.54,535458.81,Other Services
53517,Simple Pay Inc.,1889854.62,629951.54,535458.81,Other Services
53518,East Newark Fire House,61175320.75,20391773.58,17333007.55,Government
53519,Law Office Of Ingrid Echeverria,7489423.96,2496474.65,2122003.46,Professional/Technical
53520,"Wysoker, Glassner, Weingartner, Gonzalez, and Lockspeiser",7489423.96,2496474.65,2122003.46,Professional/Technical
53521,Hotzone Fire Security Protection,7489423.96,2496474.65,2122003.46,Professional/Technical
53522,Upper Saddle River Boro Hall,61175320.75,20391773.58,17333007.55,Government
53523,Upper Saddle River Police Department,61175320.75,20391773.58,17333007.55,Government
53524,Nationwide Insurance: William Huck Agency Inc,16545067.6,5515022.53,4687769.15,Finance/Insurance
53525,HG Lee Architects PC,7489423.96,2496474.65,2122003.46,Professional/Technical
53526,Ramapo Valley Industries Inc,7489423.96,2496474.65,2122003.46,Professional/Technical
53527,Pennsylvania Department of Transportation Photo License Center,1889854.62,629951.54,535458.81,Other Services
53528,JS Tax & Immigration Services,1889854.62,629951.54,535458.81,Other Services
53529,Borough of Fountain Hill Borough Hall,61175320.75,20391773.58,17333007.55,Government
53530,Reliable Office Systems,7489423.96,2496474.65,2122003.46,Professional/Technical
53531,Bain & Company,7489423.96,2496474.65,2122003.46,Professional/Technical
53532,Good Shepard Rectory,1889854.62,629951.54,535458.81,Other Services
53533,Law Offices of Ivan M. Diamond,7489423.96,2496474.65,2122003.46,Professional/Technical
53534,Vonage,7489423.96,2496474.65,2122003.46,Professional/Technical
53535,Gary L. Goldberg Esq.,7489423.96,2496474.65,2122003.46,Professional/Technical
53536,"Claire Scully, Esq. L.L.C.",7489423.96,2496474.65,2122003.46,Professional/Technical
53537,"Law Offices Of Arthur R. Braitman, PLLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53538,Law Offices of D. A. Casselle,7489423.96,2496474.65,2122003.46,Professional/Technical
53539,Velox International Shipping,61175320.75,20391773.58,17333007.55,Government
53540,"Vellox Warehouses (Shoppex, Nova Poshta)",61175320.75,20391773.58,17333007.55,Government
53541,Ehrich Electric,7489423.96,2496474.65,2122003.46,Professional/Technical
53542,Crest Florist,7489423.96,2496474.65,2122003.46,Professional/Technical
53543,Nova Technology,7489423.96,2496474.65,2122003.46,Professional/Technical
53544,AQUA DOCTOR,7489423.96,2496474.65,2122003.46,Professional/Technical
53545,Hadley Auto Repair,7489423.96,2496474.65,2122003.46,Professional/Technical
53546,Metro Mechanical,7489423.96,2496474.65,2122003.46,Professional/Technical
53547,Viking Wood Floors,7489423.96,2496474.65,2122003.46,Professional/Technical
53548,Jonah Electronics,7489423.96,2496474.65,2122003.46,Professional/Technical
53549,Julius Machine and Tool,7489423.96,2496474.65,2122003.46,Professional/Technical
53550,The Academy,7489423.96,2496474.65,2122003.46,Professional/Technical
53551,"Eric Lester Leinbach, Esquire",7489423.96,2496474.65,2122003.46,Professional/Technical
53552,Egan Law Firm,7489423.96,2496474.65,2122003.46,Professional/Technical
53553,Mosseri Realty LLC,3549362.14,1183120.71,1005652.61,Real Estate
53554,"CoreStaff, Inc.",1889854.62,629951.54,535458.81,Other Services
53555,Vencore Labs,7489423.96,2496474.65,2122003.46,Professional/Technical
53556,JCP&L,7489423.96,2496474.65,2122003.46,Professional/Technical
53557,High Point Solutions,7489423.96,2496474.65,2122003.46,Professional/Technical
53558,Prometric,1889854.62,629951.54,535458.81,Other Services
53559,Ford Recreation Center,61175320.75,20391773.58,17333007.55,Government
53560,Bruce L. Throckmorton Esq.,7489423.96,2496474.65,2122003.46,Professional/Technical
53561,"Feiner & Lavy P.C., Attorneys at Law",7489423.96,2496474.65,2122003.46,Professional/Technical
