id,name,avg_revenue,avg_bills
14908,Jack's Auto,1864143.19,1442094.19
14909,Marshall's Garage,1920565.83,1287723.61
14910,Altra Nail Spa,2733540.1,1883909.31
14911,Woodstown Bakery and Coffee Shop,3942699.33,2852939.79
14912,Headlight Tattoo & Body Piercing 3,1448397.74,937349.99
14913,Alliance for a Living Ocean,2213342.7,1878645.01
14914,Surf City Fishery,3003950.45,2522413.98
14915,LBI Acupuncture & Healing Center,1719861.43,1446456.99
14916,High Bar Harbor Yacht Club,4666864.62,4416019.07
14917,Lighthouse Marina,2881676.93,2261715.11
14918,The Marina at Barnegat Light,2084682.42,1470278.9
14919,Island Surf & Sail,1325858.84,877109.45
14920,Farias Surf & Sport,1718197.58,1293004.6
14921,B&N Auto Sales,3884047.55,2960368.88
14922,Puglia's Produce,3284618.04,2542097.68
14923,Bill Wahl Supply,4512985.49,2879931.78
14924,"In The Village, A Fine Salon & Dap Spa, Mullica Hill",3320403.64,2778443.65
14925,thomas + main,293463.06,185554.2
14926,Dun Rite Auto Repair Shop,3159051.32,2135822.15
14927,Paul's Service Center & Towing,3784338.95,2277669.28
14928,Rocco's Collision Center,3404963.12,2930096.88
14929,Heritage's Diary Stores,2363797.79,2051692.73
14930,Concord Products Inc.,1909051.0,1541352.07
14931,Caché Beauty Lounge,4104373.98,3739764.64
14932,Sand Dollar Real Estate,2850420.93,2077911.23
14933,Surf City Bait & Tackle,4410209.83,2991589.32
14934,Surf City 5 & 10,3818432.5,3308978.49
14935,Belmar Bike Shop,4297071.09,2579228.83
14936,Surf City Borough Hall,4359246.28,3953542.77
14937,Commons at Saddle River,3346101.79,2261793.95
14938,Tire\Wheel Performance Center,1384221.38,1168571.94
14939,Blue Claw Seafood Market,3438270.62,2335905.49
14940,Garabedian Real Estate Companies,2458385.61,1889343.91
14941,Surf City Barber Shop,256089.17,215026.37
14942,Surf Buggy Bike Shop,512355.53,394122.48
14943,Kilroy's Wonder Market,2704766.93,2205136.09
14944,Lighthouse Deli LBI,288308.03,195182.63
14945,Coco Kimono,961091.66,853517.31
14946,Anchor Produce Market,2256321.59,1653002.17
14947,Okie's Butcher Shop,3571344.48,2925863.56
14948,Baked on the Beach,1513271.95,966263.87
14949,Society Beach,2012402.01,1320359.34
14950,Belleville News & Food Store,4964196.84,3276741.06
14951,Agnello’s on the Cove,4472769.05,3684440.93
14952,Harvey Cedars Borough Hall,2892324.48,1784284.73
14953,Jay Madden Architect,4608608.21,4169282.44
14954,IKM Insurance,2794945.1,1736918.75
14955,Ziman Development,469135.14,293217.31
14956,Benée Scola & Company Realtors,1191708.76,768086.96
14957,Oceanside Realty,3040712.41,1900736.17
14958,hch Real Estate,3522512.68,3181550.41
14959,Stonehenge Realty Group,2627494.23,1612392.61
14960,Neptune Wines & Liquors,4136832.63,3565397.01
14961,Michael Ryan Architects,184571.7,161687.77
14962,Cassidy's Fish Market,1036287.88,688731.77
14963,The Seawife,3091062.59,1978462.46
14964,Agnello Market,2038231.54,1838036.31
14965,Bayview Marina,1892796.43,1495941.96
14966,White's Market,3332193.2,2837764.62
14967,DiPietro Financial Services,3149269.48,2243187.9
14968,English Creek Self Storage,2736947.95,1690895.65
14969,Atlantic Christian School,3015540.22,1951509.41
14970,Prestige Auto Body,1829420.46,1240300.99
14971,H&Z Auto Body,3401995.22,2777461.97
14972,Ascend Cannabis,1902569.54,1440220.34
14973,Pumpkin Fine Cars & Exotics,1303142.94,891312.41
14974,Dunkin' Donuts and Baskin Robbins,2347568.81,2042045.8
14975,Singin,1597547.05,1333824.33
14976,MB Auto Repair,2083364.78,1283775.07
14977,Sunny's Auto Repair,1389226.22,1310983.69
14978,Total Precision Autoworks,3388340.21,2960986.13
14979,Pat's Village Deli,1951509.52,1512628.66
14980,Norwescap,2014750.08,1582398.31
14981,Paul-Mart,672853.12,415061.07
14982,Pohatcong Township Department of Public Works,4380754.19,4036012.65
14983,Pohatcong Municipal Building,2096508.53,1368138.04
14984,Manny's Tires and Auto Service,825919.11,633926.35
14985,Fort Lee School #1,2257197.94,1849696.91
14986,Lucero Florist,1248122.77,917947.87
14987,Caroline Boutique,2190222.84,1317763.65
14988,Millridge School,2438539.62,1508207.58
14989,Washington Township Municipal Building,1815724.58,1525957.8
14990,Spilker Funeral Home,4725954.6,3591845.36
14991,Wedgwood Elementary School,699665.64,447147.6
14992,CLM Advisors LLC,2670505.77,2293577.86
14993,Brava Vita Flowers & Gifts,3796933.1,2874920.86
14994,Law Offices of Cheryl L. Cooper,4804501.18,3935402.48
14995,Caffrey Glass,3566673.33,3016814.59
14996,West Capey May Municipal Complex,4699649.16,4291411.32
14997,Duckie's Farmer's Market,1302349.47,890992.1
14998,Beach Plum Farm,1799930.64,1494173.73
14999,Number 22 Elementary School,4133281.23,2759134.76
15000,Central Motor Pool Service,4449695.92,2869313.43
15001,Bagel Bin,2450292.23,2036330.82
15002,Clayton J Davenport Elementary School,4819581.12,4437201.88
15003,Joyce McDade Administration Building,2893446.83,1950555.86
15004,Bloomers Home & Garden Center,821435.17,621720.71
15005,Zoll Medical Corporation,1365886.57,1013006.04
15006,Erika Record Baking Equipment,2998316.21,2260503.74
15007,Mobility Elevator & Lift Company,4991567.26,3708662.63
15008,Quagen Pharmaceuticals LLC,1539887.1,1174835.37
15009,Wallwork Group,3984278.3,3773815.73
15010,I.U.O.E Local 68,4908928.87,3885220.38
15011,Ram International Shipping LLC,1107983.94,782146.57
15012,Tool Krib Supply Co,1121855.01,848945.51
15013,"The Ambriola Company, Inc.",708519.72,630789.51
15014,IUOE Local 68 Training Center,1937735.11,1793366.35
15015,Colter & Peterson Corporate HeadQuarters,4648819.27,4087857.04
15016,Plumbers Local # 24,2758576.53,2365319.05
15017,Essex Regional Educational Services,3869793.1,2715941.6
15018,Millennium Marketing,421832.49,258595.31
15019,Highland Capital Corp,2283817.91,1739686.99
15020,Selco Manufacturing Corp,4887965.4,4335380.66
15021,Original Bagel Company,3600662.48,2486886.14
15022,"Aerial Rise, LLC",192788.37,167056.23
15023,Regi U.S. Inc,1109188.36,1022938.04
15024,Midland School,3844524.67,2695987.67
15025,Clifton High School,439246.16,343514.71
15026,Installation Concepts Inc,1729797.47,1514738.95
15027,The Hair Spot,3308329.58,3065037.55
15028,Village Medical Supply,2719433.51,2002762.57
15029,Granite Kitchen Bath,3144164.09,1891425.15
15030,The Learning Center For Exceptional Children,1010271.1,715264.87
15031,Fit Fabrication,4430646.75,3447867.98
15032,Morici Motor Sports,268410.32,219248.45
15033,Hoboken Farms,4833990.46,4150366.5
15034,Nerds We Can Fix That,4724166.02,3687432.45
15035,Parkway Iron & Metal Co Inc,2147080.87,1553018.21
15036,Advanced Scaffold Services LLC,1376629.11,903718.26
15037,Clifton Self Storage,4300770.68,2689069.19
15038,DTS Warehouse & Distribution LLC,229527.88,205400.88
15039,A G L Welding Supply Co,3444117.96,2634114.51
15040,The Grace Church property,3863486.8,3158328.29
15041,The Red Oaks Middle School,2445502.92,2079272.99
15042,Cliffside Park Municipal Complex,1989272.94,1373663.16
15043,Ezra L. Nolan Number 40 Elementary School,4666816.71,2898739.56
15044,VAST Center,426213.89,363536.31
15045,Trenton Department of Public Works Division of Public Property,4093876.05,3580625.89
15046,Ark in the Park,3578999.37,3255948.61
15047,Cedar Hill Preparatory School,2464738.83,2193647.68
15048,Pure Laundry Services,4302178.45,2750363.49
15049,New Way Deli Market,3896828.9,2926720.98
15050,Old Bridge Funeral Home,2299749.95,2032189.97
15051,Trenton Health Promotions Office,1215331.18,1091932.01
15052,516 Auto And Tire,1501902.61,1139572.25
15053,Howell High School,2687074.91,1821821.66
15054,Adelphia Elementary School,2101234.58,1752770.17
15055,Puerto Rican Association for Human Development,2789764.02,1722045.7
15056,Chambers Auto Sales,2537478.6,2236507.22
15057,Ledford Funeral Home,3684508.85,2814658.51
15058,Rena Elle Bridal,2562081.09,1994562.49
15059,Formal Expressions Tuxedos,3773503.69,3474991.93
15060,The Automotiver Outlet,2734693.87,2018041.14
15061,Cherry Hill East High School,1325130.01,1100944.32
15062,Inman Plaza,2688854.58,1930882.26
15063,Dr. Debbie Kim Optometry,4890638.58,3273082.58
15064,Conoco,1575853.35,1203044.03
15065,Slaybaugh Primary School,339934.48,229263.34
15066,H. Russel Swift Elementary School,3253510.96,2815498.33
15067,Dr. Joyanne D. Miller Intermediate School,1276720.16,826511.23
15068,C&L Auto Body Towing,3043777.09,2792046.27
15069,Moorestown Hardware,844081.69,540884.95
15070,Romano's,2228765.17,1619172.34
15071,Wanaque Municipal Building,947360.84,585238.28
15072,Warren Point Elementary School,3263818.79,2240637.41
15073,Carl's Shoes,3922393.85,2974277.63
15074,Parish Office,3601240.66,3382571.1
15075,Long & Foster,193519.47,144179.67
15076,Studio Ten Salon,2305897.52,1810550.65
15077,DCH Freehold Toyota,3264834.0,2920305.83
15078,Conner Strong & Buckelew,4487934.42,3445573.34
15079,Reddy & Reddy,4712803.38,4286102.47
15080,Secondhand Revival,2418774.12,1843894.23
15081,Windsor Business Office,3630665.95,3336523.12
15082,Lewis Funeral Home,4267702.57,3332262.81
15083,"Attorneys Hartman, Chartered",2711076.65,2095343.92
15084,Hanamirian Law Firm,696384.37,441929.6
15085,Forrest Cleaners,3098448.95,2069916.7
15086,Shawnee High School,2443433.19,1541091.3
15087,Horizon Eye Care,4909867.73,3409793.8
15088,Berk's Furniture and Mattress,2856501.17,1933786.22
15089,Solo Motors,3484419.74,2846300.1
15090,Robert Spearing Funeral Home,2151082.1,1725807.35
15091,"Taenzer, Ettenson, & Aberant, PC",2405250.01,1999941.45
15092,"Merriken Financial Group, Inc.",3975494.05,3484209.63
15093,Thomas/Boyd Communications,3986834.2,3260011.32
15094,Toms River Township Department of Recreation,1667801.02,1416669.39
15095,Cumberland County Administration,2359822.27,2145235.51
15096,Broad Street Deli & Liquor,3454021.82,2142338.57
15097,Grove Pharmacy,4859021.83,3303208.4
15098,George C. Baker Elementary School,2498056.88,2300422.5
15099,Quickway Auto Sales,2174040.85,1617128.07
15100,InterArch,3234363.4,2594605.71
15101,Verizon Central Office,4353610.32,4007003.57
15102,Main Street Cabinet Co.,1829223.0,1183130.91
15103,Hollywood Tans,2434391.75,1517716.78
15104,Hackettstown Dispensary,2324135.79,2007011.75
15105,Montaage Furniture & Rugs,4032872.07,2826060.62
15106,A&S Dry Cleaners,3565777.7,3080479.94
15107,Valley Auto & Tire,887015.62,610958.8
15108,Tracey's Candy Shoppe,4326526.33,2688502.17
15109,The Shoppes at Hackettstown,4026304.8,2998297.14
15110,Osa's Electronics,2571300.43,2226696.85
15111,Willow Grove Laundromat,1094514.02,978167.25
15112,Eternal Medical Spa,4715416.54,3850400.45
15113,Mount Arlington Borough Hall,1313807.68,1019622.96
15114,BJ's Wholesale Club Gas,2743341.57,1947148.57
15115,ABF Consulting Firm Inc.,4553035.18,3065490.79
15116,A to Z Service,2014161.41,1475867.8
15117,Prime Auto Imports,739297.27,533017.96
15118,Antiques Only,300578.58,261038.75
15119,"Cambridge Constructors & Engineers, LLC",3015791.99,2647476.5
15120,Grant Facility Mangagement,2853081.33,1946746.8
15121,Salon Loyale,3925997.95,3081562.91
15122,Fiore Funeral Home,3897293.37,2973872.55
15123,Glen Rock Food Center,1382857.41,868008.71
15124,Cavalieri's Service Center,1400656.76,988864.8
15125,Riverfront Supermarket,1941782.29,1591612.93
15126,Hatchery Hill Elementary School,4031540.36,2885845.41
15127,TrionAid Associates Inc.,3922989.47,3283840.77
15128,Parsippany Shopping Plaza,4803447.15,4552096.76
15129,Federal Aviation Administration Building,3884967.57,3550891.63
15130,Mary J Donohoe Number 4 Elementary School,4923195.94,3042729.19
15131,Jan Auto Sales LLC,1665629.48,1319815.74
15132,Extech Building Materials,1508893.54,1268552.47
15133,DA Mart,3128525.18,2050911.67
15134,Mora Salon,4194936.17,2880998.67
15135,Luxe mani - pedi,1447080.81,1173243.68
15136,HearUSA,4256555.46,3389890.82
15137,Wag N' Wash,4609676.87,3075325.33
15138,Stuber Insurance Agency,2548229.01,2094605.82
15139,Vicky's Hair Salon,4657832.05,3979320.29
15140,Saint Andrew's Catholic School,1830845.57,1386390.71
15141,Bellezza Salon & Spa,134191.89,102786.69
15142,Berlin Township Municipal Hall,62566.14,53927.83
15143,Hackettstown Municipal Building,3067796.35,2196188.92
15144,3A,2986150.06,2749087.59
15145,2A,1905549.12,1662144.27
15146,1A,4637828.41,4086550.43
15147,Leonia Middle School,4571967.15,3581147.68
15148,Anna C Scott Elementary School,2735969.24,2239998.05
15149,Leonia High School,2264536.77,2106017.87
15150,Wallach's Farm Market,1973142.32,1407853.65
15151,Munchie Mart,3679973.69,2635241.8
15152,Campers Inn RV,2273157.55,2085755.02
15153,Wallys Barber Shop,3292833.97,2423767.07
15154,Albany Avenue Laundromat,3372805.25,3041041.41
15155,The Music Academy,2774065.52,2458691.2
15156,MEVO,2552403.96,2215038.02
15157,Brave New World,4315628.93,3572382.64
15158,Rachel's Market,647844.53,390509.57
15159,Rockaway Bagel & Deli,3318069.79,2929422.53
15160,Green Pond Cleaners,3449827.42,2975112.26
15161,Henry's Auto Service,3605907.23,2892880.5
15162,Cresskill Junior-Senior High School,1154474.87,775349.83
15163,Accurate Towing Service & Accurate Autoplex,3792821.53,3199908.83
15164,Liquor Loft,565248.56,426736.87
15165,Lash Lounge,504160.59,445615.04
15166,Valley Spas & Pools,3836458.44,3581372.25
15167,Sabo's,4864862.38,3686712.6
15168,Stone Hedge Farm,224686.51,186070.82
15169,Paul De Sarno Esq.,1858638.19,1563187.78
15170,Sayreville Tires & Auto Repair,4254874.32,2733243.11
15171,Sayreville Borough Hall,4692183.71,2919288.79
15172,South River Borough Hall,4232237.78,3608847.59
15173,Dunk N Wash Laundromat,3077643.77,2590121.84
15174,Bridge Discount Liquor,3889532.6,2955629.43
15175,Sayreville Sportsman,3825771.81,2389160.37
15176,Floralscapes,2818757.59,2346091.05
15177,Sayreville War Memorial High School,3487101.1,2446801.73
15178,Sea Bright Municipal Office,2950428.04,2571286.82
15179,CarToyz,1967270.69,1646916.49
15180,Jackson Liberty High School,2142895.4,1491761.58
15181,Coppola's Garden Center,3075026.84,1898048.56
15182,South Plainfield Municipal Building,279073.06,245710.52
15183,Timothy E. Ryan Funeral Home,1400300.02,1238269.65
15184,Spirits Xpress,661760.97,537410.08
15185,Barry's Automotive LLC,1431041.4,880461.65
15186,Sayreville Plaza Shopping Center,1939384.4,1791071.25
15187,Punjab Auto Repair,1292200.05,809054.21
15188,Wine Infinity Discount Beer and Spirits,3646836.27,3428832.82
15189,Sunflower Spa Inc.,4778500.22,4311952.42
15190,Samsel Upper Elementary School,2865283.55,1812552.61
15191,Ridgeway Liquors,4649972.78,3835081.64
15192,WildFlour Bakery,4927561.41,3913896.88
15193,A & L Provisions,969824.42,663720.27
15194,CME Associates,1538114.44,1016827.08
15195,Parlin Discount Tire,1478037.25,1293241.77
15196,ASE Automotive Repair,4509682.68,4169086.4
15197,Garden State Deli and Catering,3426439.65,2698360.05
15198,Bye-Way Gardens,258236.07,181003.37
15199,Green Building Center,602530.61,466221.87
15200,Plaza I Mini-Mall,1519742.94,1172935.28
15201,Lambertville City Hall,862905.91,642727.6
15202,Hands of Gold Services,4291475.58,3896747.88
15203,Interstate Batteries of South Jersey,1407335.99,1258304.59
15204,Sayreville Middle School,2264867.78,1516072.15
15205,Wolfhill Elementary School,1588575.25,1148720.59
15206,"In Town Tap: Beer, Wine, Liquor",3402110.04,2218613.59
15207,Lucky 7 Days,311266.54,281537.15
15208,Dunellen Municipal Building,2696455.7,1620659.51
15209,Ray's Lava-Matic,3881095.7,2662189.24
15210,Dollar Planet,1338539.31,1133865.28
15211,Dix's Liquor and Spirit Shop,3248340.19,2915850.1
15212,Dunellen Construction Office,4347731.39,3857522.29
15213,Son's A-1 Collision,4780591.39,4386909.32
15214,Appearance Workshop,900058.83,710442.07
15215,Seaside Park Service Center,3334761.84,2217587.56
15216,Sayreville Florist,175442.3,112978.07
15217,Sayreville Seafood,3379731.82,2965408.53
15218,Mel's Pet Parlor,2767928.07,2458861.76
15219,Maliszewski Memorial Home,3824693.25,2465812.13
15220,Main Cleaners,4464854.6,2885835.07
15221,Wild Card Tattoo,4336499.04,3468692.71
15222,Salon 107,3848623.35,3290757.08
15223,Lester Glenn Subaru,4388796.2,3727723.68
15224,Montvale Hardware & Supply Co.,1529554.68,949910.3
15225,Kair Salon,216053.11,143852.23
15226,Range Ball Building,1305435.86,1007053.96
15227,Yeshivas Emek Hatorah,1833781.71,1381208.36
15228,Hardwick Township Municipal Building,4385476.69,3494006.19
15229,Longport Borough Hall,1532395.21,1177605.33
15230,American Dream,1278714.17,784461.56
15231,Bayonne High School,3829363.53,3282460.47
15232,Rocktane Gas & Car Wash,2627363.66,2029938.9
15233,Ken's Landing Norma K III,776830.12,496058.49
15234,Friendly Auto Sale,4487551.22,4198739.27
15235,Matt Blatt Kia of Toms River,543923.03,382209.42
15236,Honda of Turnersville,3352151.03,2887597.91
15237,Hyundai of Turnersville,1916290.27,1278609.13
15238,BMW of Turnersville,1107061.37,731064.88
15239,Paak Funeral Home,888591.24,627282.6
15240,Aisle 23,1044232.37,813466.29
15241,Traditions Barber Shop,1719820.69,1309178.03
15242,Heavenly Bodyworks,1169517.57,957440.9
